USAGE_ID,ACCOUNT,DEPARTMENT,TS_SYNCHRONIZED,SERVICE,SKU,USAGE_SECONDS,COST_USD,REGION_CLEAN,SLA_STATUS,TICKET_ID,DATE,RI_UTILIZATION,RIGHTSIZE_FLAG,MTTR,ANOMALY_SCORE,UNIT_COST,CARBON_EMISSION,FORECAST_COST,TAG_SCORE,BLENDED_RATE,OPTIMIZATION_FLAG,BENCHMARK,TICKET_GROUP,CHURN_RISK,GROSS_MARGIN_PROXY,SECURITY_EVENTS
U7014,ACCT-013,UNASSIGNED,2026-03-17 00:00:00+00:00,Database,RDS-MULTIAZ,136200.0,227.0,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-17,0.0018967879942511448,True,42,-0.35572155609064915,0.0016666666666666668,27.240000000000002,1059.6000000000001,1,0.0016666666666666668,False,0.22132679169307565,INT,False,68.1,True
U7015,ACCT-013,UNASSIGNED,2026-03-25 15:00:00+00:00,Networking,DATATRANSFER,9056.0,905.6,global,NORMAL_OPERATIONS,INTERNAL,2026-03-25,0.00012611829718016423,True,47,-0.3643868045048118,0.1,1.8112000000000001,990.9333333333334,1,0.1,False,0.8829671478292921,INT,True,271.68,True
U7016,ACCT-011,Marketing,2026-03-25 14:55:00+00:00,Networking,DATATRANSFER,38872800.0,1079.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-25,0.5413616765266219,False,27,2.284294974143209,2.7777777777777776e-05,7774.56,737.4666666666666,1,2.7777777777777776e-05,False,1.0528135227761368,INT,False,323.94,True
U7017,ACCT-010,Engineering,2026-03-29 11:00:00+00:00,Database,RDS-MULTIAZ,65580.0,109.3,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-29,0.0009132992412848023,True,44,-0.3605345228292146,0.0016666666666666666,13.116000000000001,698.2333333333332,1,0.0016666666666666666,False,0.10656836269626946,INT,True,32.79,True
U7018,ACCT-013,UNASSIGNED,2026-03-29 11:00:00+00:00,Compute,COMPUTE-V2,13351.0,1335.1,global,NORMAL_OPERATIONS,INTERNAL,2026-03-29,0.0001859325735040164,True,15,-0.3640940872555603,0.09999999999999999,2.6702,841.4,1,0.09999999999999999,False,1.3017330378388778,INT,True,400.53,True
U7019,ACCT-013,UNASSIGNED,2026-03-12 20:00:00+00:00,Networking,VPN-GATEWAY,15207.0,1520.7,us-east-1,NORMAL_OPERATIONS,T-XXX,2026-03-12,0.0002117801397105518,True,53,-0.3639675952381888,0.1,3.0414000000000003,988.3666666666664,1,0.1,False,1.4826945027650227,T-X,False,456.21,True
U7020,ACCT-013,UNASSIGNED,2026-03-10 13:55:00+00:00,Database,NOSQL-TBL,8619.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-10,0.00012003242086968148,True,34,-0.36441658737743643,,1.7238,,1,,False,,INT,True,,True
U7021,ACCT-011,Marketing,2026-03-25 11:55:00+00:00,Storage,S3-STANDARD,1108260.0,1847.1,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-25,0.015434172265115812,True,55,-0.2894727250528419,0.0016666666666666666,221.65200000000002,,1,0.0016666666666666666,False,1.8009370790144492,INT,False,554.13,True
U7023,ACCT-009,Data Science,2026-03-11 02:00:00+00:00,Networking,VPN-GATEWAY,10977.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-11,0.0001528710852635449,True,53,-0.36425588254071123,,2.1954000000000002,,1,,False,,INT,True,,True
U7024,ACCT-009,Data Science,2026-03-20 03:55:00+00:00,Database,RDS-MULTIAZ,14410.0,1441.0,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-20,0.00020068072685138763,True,15,-0.36402191320038985,0.1,2.882,,1,0.1,False,1.4049863736992159,INT,False,432.3,True
U7025,ACCT-010,Engineering,2026-03-25 02:00:00+00:00,Storage,EBS-VOL,12133.0,1213.3,global,NORMAL_OPERATIONS,INTERNAL,2026-03-25,0.00016897010818097753,True,54,-0.3641770976419604,0.09999999999999999,2.4266,,1,0.09999999999999999,False,1.1829770764810954,INT,True,363.98999999999995,True
U7026,ACCT-013,UNASSIGNED,2026-03-25 02:00:00+00:00,Saas,MONITORING-APP,9670.0,,us-east-1,NORMAL_OPERATIONS,T-XXX,2026-03-25,0.00013466916229374867,True,49,-0.36434495854647875,,1.9340000000000002,,1,,False,,T-X,True,,True
U7027,ACCT-010,Engineering,2026-03-25 01:55:00+00:00,Networking,LOADBALANCER,11234.0,1123.4,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-25,0.00015645019329968692,True,41,-0.3642383672128747,0.1,2.2468,,1,0.1,False,1.0953238669074943,INT,False,337.02000000000004,True
U7028,ACCT-011,Marketing,2026-03-10 00:00:00+00:00,Database,NOSQL-TBL,14829.0,1482.9,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-10,0.00020651592633443632,True,51,-0.363993357082244,0.1,2.9658,,1,0.1,False,1.4458392044126074,INT,False,444.87,True
U7029,ACCT-013,UNASSIGNED,2026-03-10 00:00:00+00:00,Compute,VM-STD-4,4603.0,,global,NORMAL_OPERATIONS,INTERNAL,2026-03-10,6.410363537105741e-05,True,28,-0.3646902899322662,,0.9206000000000001,,1,,False,,INT,True,,True
U7030,ACCT-011,Marketing,2026-03-10 00:00:00+00:00,Storage,COLD-ARCHIVE,109740.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-10,0.001528293057923059,True,24,-0.35752488517451264,,21.948,,1,,False,,INT,False,,True
U7031,ACCT-010,Engineering,2026-03-11 05:00:00+00:00,Networking,DATATRANSFER,8724.0,872.4,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-11,0.0001214947023630469,True,24,-0.3644094313096434,0.09999999999999999,1.7448000000000001,,1,0.09999999999999999,False,0.8505968857843136,INT,True,261.71999999999997,True
U7032,ACCT-013,UNASSIGNED,2026-03-30 12:00:00+00:00,Compute,COMPUTE-V2,513480.0,,global,NORMAL_OPERATIONS,INTERNAL,2026-03-30,0.007150974297269293,True,37,-0.33000878221460866,,102.696,,1,,False,,INT,False,,True
U7033,ACCT-013,UNASSIGNED,2026-03-30 12:00:00+00:00,Compute,VM-STD-4,4387.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-30,6.109551344184855e-05,True,24,-0.36470501098601205,,0.8774000000000001,,1,,False,,INT,True,,True
U7034,ACCT-011,Marketing,2026-03-30 12:00:00+00:00,Networking,LOADBALANCER,332220.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-30,0.004626658645008189,True,23,-0.3423621998163132,,66.444,,1,,False,,INT,False,,True
U7035,ACCT-013,UNASSIGNED,2026-03-21 15:55:00+00:00,Storage,COLD-ARCHIVE,867180.0,1445.3,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-21,0.012076773956348808,True,38,-0.3059030567058207,0.0016666666666666666,173.436,,1,0.0016666666666666666,False,1.4091789076387762,INT,False,433.59,True
U7036,ACCT-011,Marketing,2026-03-21 16:00:00+00:00,Database,AURORA-DB,71190000.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-21,0.9914268525017548,False,26,4.4868099654143485,,14238.0,,1,,False,,INT,False,,True
U7037,ACCT-011,Marketing,2026-03-15 22:00:00+00:00,Database,AURORA-DB,10898.0,1089.8,global,NORMAL_OPERATIONS,INTERNAL,2026-03-15,0.0001517708925209176,True,24,-0.3642612666298127,0.09999999999999999,2.1796,,1,0.09999999999999999,False,1.0625636017053472,INT,True,326.94,True
U7038,ACCT-013,UNASSIGNED,2026-03-13 22:00:00+00:00,Networking,DATATRANSFER,29167200.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-13,0.40619673117417027,False,42,1.622828959164152,,5833.4400000000005,,1,,False,,INT,False,,True
U7039,ACCT-013,UNASSIGNED,2026-03-13 22:00:00+00:00,Database,AURORA-DB,7056.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-13,9.826531635415622e-05,True,46,-0.3645231105580139,,1.4112,,1,,False,,INT,True,,True
U7040,ACCT-009,Data Science,2026-03-27 12:00:00+00:00,Database,RDS-MULTIAZ,13948.0,1394.8,us-east-1,NORMAL_OPERATIONS,T-XXX,2026-03-27,0.0001942466882805798,True,45,-0.3640533998986795,0.09999999999999999,2.7896,,1,0.09999999999999999,False,1.3599410090462638,T-X,False,418.44,True
U7041,ACCT-009,Data Science,2026-03-27 12:00:00+00:00,Saas,AUTH-SERVICE,7013.0,,global,NORMAL_OPERATIONS,T-XXX,2026-03-27,9.766647726639705e-05,True,12,-0.36452604113815773,,1.4026,,1,,False,,T-X,True,,True
U7042,ACCT-009,Data Science,2026-03-14 16:00:00+00:00,Saas,AUTH-SERVICE,231900.0,386.5,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-14,0.0032295531267756273,True,12,-0.34919931144492955,0.0016666666666666668,46.38,,1,0.0016666666666666668,False,0.3768405506139812,INT,False,115.94999999999999,True
U7043,ACCT-010,Engineering,2026-03-25 16:00:00+00:00,Compute,GPU-INST,34056000.0,946.0,global,NORMAL_OPERATIONS,INTERNAL,2026-03-25,0.4742805575052642,False,41,1.9560154756113177,2.777777777777778e-05,6811.200000000001,,1,2.777777777777778e-05,False,0.922357466703302,INT,False,283.8,True
U7044,ACCT-013,UNASSIGNED,2026-03-25 15:55:00+00:00,Storage,COLD-ARCHIVE,1135680.0,1892.8,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-25,0.015816036632240384,True,56,-0.2876039690634414,0.0016666666666666666,227.13600000000002,1075.1,1,0.0016666666666666666,False,1.8454949397209408,INT,True,567.8399999999999,True
U7045,ACCT-009,Data Science,2026-03-20 01:00:00+00:00,Compute,GPU-INST,111720.0,186.2,eu-west-1,NORMAL_OPERATIONS,T-XXX,2026-03-20,0.0015558675089408069,True,16,-0.3573899421818426,0.0016666666666666666,22.344,1008.3333333333331,1,0.0016666666666666666,False,0.18154646966189728,T-X,True,55.85999999999999,True
U7046,ACCT-012,Product,2026-03-16 08:00:00+00:00,Saas,MONITORING-APP,6477.0,647.7,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-16,9.020187840502691e-05,True,52,-0.3645625711604159,0.1,1.2954,908.9,1,0.1,False,0.6315126122449564,INT,True,194.31,True
U7047,ACCT-009,Data Science,2026-03-17 07:55:00+00:00,Saas,AUTH-SERVICE,25437600.0,706.6,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-17,0.35425649252983055,False,40,1.368645431152912,2.777777777777778e-05,5087.52,513.5,1,2.777777777777778e-05,False,0.6889405771380055,INT,False,211.98,True
U7048,ACCT-010,Engineering,2026-03-17 07:55:00+00:00,Networking,VPN-GATEWAY,1012560.0,1687.6,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-17,0.01410140713259133,True,53,-0.2959949696985614,0.0016666666666666666,202.512,1013.9666666666666,1,0.0016666666666666666,False,1.6454233200935438,INT,True,506.28,True
U7049,ACCT-010,Engineering,2026-03-13 19:00:00+00:00,Database,RDS-MULTIAZ,19130.0,,us-east-1,NORMAL_OPERATIONS,T-XXX,2026-03-13,0.0002664137616007665,True,41,-0.36370023091483294,,3.826,,1,,False,,T-X,True,,True
U7050,ACCT-012,Product,2026-03-16 11:00:00+00:00,Compute,VM-STD-4,11844.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-16,0.00016494535245161938,True,43,-0.3641967938666481,,2.3688000000000002,,1,,False,,INT,True,,True
U7051,ACCT-012,Product,2026-03-18 11:00:00+00:00,Networking,DATATRANSFER,2666.0,,global,NORMAL_OPERATIONS,T-XXX,2026-03-18,3.712802344106866e-05,True,30,-0.36482230234479246,,0.5332,,1,,False,,T-X,True,,True
U7052,ACCT-012,Product,2026-03-10 16:00:00+00:00,Saas,EMAIL-API,7794.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-10,0.00010854306627895317,True,14,-0.36447281362438233,,1.5588000000000002,,1,,False,,INT,False,,True
U7053,ACCT-013,UNASSIGNED,2026-03-11 03:00:00+00:00,Compute,GPU-INST,17248.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-11,0.000240204106643493,True,10,-0.3638284949108961,,3.4496,,1,,False,,INT,False,,True
U7054,ACCT-009,Data Science,2026-03-10 12:00:00+00:00,Compute,GPU-INST,5687.0,568.7,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-10,7.919995097875375e-05,True,53,-0.3646164120514307,0.1,1.1374,,1,0.1,False,0.5544869887041943,INT,True,170.61,True
U7055,ACCT-012,Product,2026-03-10 12:00:00+00:00,Saas,MONITORING-APP,708240.0,,global,NORMAL_OPERATIONS,T-XXX,2026-03-10,0.009863297570105952,True,55,-0.31673529875379003,,141.648,,1,,False,,T-X,False,,True
U7056,ACCT-010,Engineering,2026-03-24 10:00:00+00:00,Database,AURORA-DB,2577.0,257.7,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-24,3.5888565794311304e-05,True,23,-0.36482836796415996,0.09999999999999999,0.5154,,1,0.09999999999999999,False,0.2512595340057515,INT,True,77.30999999999999,True
U7057,ACCT-011,Marketing,2026-03-24 09:55:00+00:00,Database,NOSQL-TBL,17333.0,1733.3,ap-south-1,NORMAL_OPERATIONS,T-XXX,2026-03-24,0.00024138785832859833,True,45,-0.36382270190363497,0.09999999999999999,3.4666,,1,0.09999999999999999,False,1.6899811808000351,T-X,False,519.99,True
U7058,ACCT-013,UNASSIGNED,2026-03-23 21:00:00+00:00,Saas,EMAIL-API,8306.0,830.6,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-23,0.00011567342937041122,True,29,-0.3644379192747626,0.1,1.6612,940.5333333333333,1,0.1,False,0.8098415558602142,INT,True,249.18,True
U7059,ACCT-012,Product,2026-03-23 21:00:00+00:00,Storage,COLD-ARCHIVE,6170.0,,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-23,8.592644584823468e-05,True,59,-0.3645834941395824,,1.234,,1,,False,,INT,True,,True
U7060,ACCT-010,Engineering,2026-03-30 14:00:00+00:00,Networking,DATATRANSFER,17815.0,1781.5,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-30,0.00024810042670766623,True,31,-0.3637898521448133,0.1,3.563,,1,0.1,False,1.7369765612388293,INT,False,534.4499999999999,True
U7061,ACCT-009,Data Science,2026-03-20 00:00:00+00:00,Database,AURORA-DB,29142000.0,,us-east-1,NORMAL_OPERATIONS,T-XXX,2026-03-20,0.40584578361576257,False,43,1.6211115028938057,,5828.400000000001,,1,,False,,T-X,False,,True
U7062,ACCT-011,Marketing,2026-03-14 17:00:00+00:00,Compute,VM-STD-4,12610800.0,350.3,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-14,0.17562418530031085,False,43,0.49446018954668824,2.777777777777778e-05,2522.1600000000003,,1,2.777777777777778e-05,False,0.3415452648902396,INT,True,105.09,True
U7063,ACCT-012,Product,2026-03-29 06:55:00+00:00,Saas,AUTH-SERVICE,15883.0,,ap-south-1,NORMAL_OPERATIONS,T-XXX,2026-03-29,0.00022119444722974252,True,39,-0.3639215237922065,,3.1766,,1,,False,,T-X,True,,True
U7064,ACCT-012,Product,2026-03-29 07:00:00+00:00,Networking,DATATRANSFER,13086000.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-29,0.18224205354457035,False,35,0.5268465077875026,,2617.2000000000003,,1,,False,,INT,False,,True
U7065,ACCT-009,Data Science,2026-03-27 05:00:00+00:00,Storage,S3-STANDARD,6455.0,,eu-west-1,NORMAL_OPERATIONS,T-XXX,2026-03-27,8.989549561594082e-05,True,43,-0.3645640705270011,,1.2910000000000001,,1,,False,,T-X,True,,True
U7066,ACCT-011,Marketing,2026-03-25 05:00:00+00:00,Saas,EMAIL-API,5163.0,,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-25,7.190247000233965e-05,True,55,-0.36465212423736965,,1.0326,,1,,False,,INT,True,,True
U7067,ACCT-011,Marketing,2026-03-25 05:00:00+00:00,Saas,MONITORING-APP,892260.0,1487.1,ap-south-1,NORMAL_OPERATIONS,T-XXX,2026-03-25,0.012426050335906949,True,20,-0.3041937787986666,0.0016666666666666666,178.452,,1,0.0016666666666666666,False,1.4499342375628756,T-X,False,446.12999999999994,True
U7068,ACCT-013,UNASSIGNED,2026-03-25 05:00:00+00:00,Saas,EMAIL-API,13159.0,1315.9,global,NORMAL_OPERATIONS,INTERNAL,2026-03-25,0.00018325868734471963,True,16,-0.36410717263666775,0.1,2.6318,,1,0.1,False,1.283012886294794,INT,True,394.77000000000004,True
U7069,ACCT-009,Data Science,2026-03-25 05:00:00+00:00,Saas,AUTH-SERVICE,1141740.0,1902.9,global,NORMAL_OPERATIONS,T-XXX,2026-03-25,0.015900431164143188,True,27,-0.28719096172223907,0.0016666666666666668,228.348,1568.6333333333332,1,0.0016666666666666668,False,1.8553425194394433,T-X,False,570.87,True
U7070,ACCT-011,Marketing,2026-03-14 19:00:00+00:00,Storage,COLD-ARCHIVE,7415.0,741.5,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-14,0.00010326492641242466,True,40,-0.3644986436214641,0.1,1.483,1320.1000000000001,1,0.1,False,0.7229683526009497,INT,True,222.45,True
U7071,ACCT-010,Engineering,2026-03-29 05:00:00+00:00,Storage,S3-STANDARD,2160.0,216.0,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-29,3.008121929208864e-05,True,53,-0.3648567877762526,0.1,0.432,953.4666666666667,1,0.1,False,0.2106017048709442,INT,True,64.8,True
U7072,ACCT-012,Product,2026-03-21 23:55:00+00:00,Storage,COLD-ARCHIVE,16873.0,1687.3,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-21,0.0002349816727386165,True,34,-0.3638540522958715,0.09999999999999999,3.3746,881.6,1,0.09999999999999999,False,1.6451308177256674,INT,False,506.18999999999994,True
U7073,ACCT-012,Product,2026-03-24 13:00:00+00:00,Saas,MONITORING-APP,6158.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-24,8.575932796327864e-05,True,32,-0.36458431197590163,,1.2316,,1,,False,,INT,True,,True
U7074,ACCT-009,Data Science,2026-03-23 22:00:00+00:00,Compute,VM-STD-4,19342.0,1934.2,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-23,0.0002693661775683234,True,11,-0.3636857824731935,0.1,3.8684000000000003,,1,0.1,False,1.8858602664878719,INT,False,580.26,True
U7075,ACCT-012,Product,2026-03-23 22:00:00+00:00,Storage,EBS-VOL,10052.0,1005.2,eu-west-1,NORMAL_OPERATIONS,INTERNAL,2026-03-23,0.0001399890816315162,True,21,-0.3643189240903172,0.1,2.0104,,1,0.1,False,0.9800779339642275,INT,True,301.56,True
U7076,ACCT-012,Product,2026-03-23 22:00:00+00:00,Database,RDS-MULTIAZ,358440.0,597.4,us-east-1,NORMAL_OPERATIONS,T-XXX,2026-03-23,0.004991811223637154,True,54,-0.34057522745883395,0.0016666666666666666,71.688,1178.9333333333334,1,0.0016666666666666666,False,0.5824697152310281,T-X,False,179.22,True
U7077,ACCT-009,Data Science,2026-03-23 22:00:00+00:00,Storage,EBS-VOL,3232800.0,89.8,ap-south-1,NORMAL_OPERATIONS,T-XXX,2026-03-23,0.04502155820715933,True,23,-0.14467889391786773,2.7777777777777776e-05,646.5600000000001,564.1333333333333,1,2.7777777777777776e-05,False,0.08755570878430921,T-X,False,26.939999999999998,True
U7078,ACCT-012,Product,2026-03-23 22:00:00+00:00,Networking,VPN-GATEWAY,860700.0,1434.5,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-23,0.011986530298472542,True,33,-0.30634468831819545,0.0016666666666666668,172.14000000000001,707.2333333333332,1,0.0016666666666666668,False,1.3986488223952291,INT,True,430.34999999999997,True
U7079,ACCT-009,Data Science,2026-03-11 03:00:00+00:00,Storage,COLD-ARCHIVE,9645.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-11,0.00013432100003342358,True,17,-0.3643466623721438,,1.929,,1,,False,,INT,True,,True
U7080,ACCT-012,Product,2026-03-11 03:00:00+00:00,Database,NOSQL-TBL,555960.0,926.6,ap-south-1,NORMAL_OPERATIONS,T-XXX,2026-03-11,0.007742571610013704,True,24,-0.32711364164459644,0.0016666666666666668,111.19200000000001,,1,0.0016666666666666668,False,0.9034423135806339,T-X,False,277.98,True
U7081,ACCT-010,Engineering,2026-03-23 19:55:00+00:00,Compute,VM-STD-4,17670.0,1767.0,ap-south-1,NORMAL_OPERATIONS,T-XXX,2026-03-23,0.0002460810855977807,True,31,-0.36379973433367047,0.1,3.5340000000000003,,1,0.1,False,1.7228389467914742,T-X,True,530.1,True
U7082,ACCT-012,Product,2026-03-29 10:00:00+00:00,Storage,S3-STANDARD,18091.0,1809.1,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-29,0.00025194413806165536,True,48,-0.3637710419094714,0.09999999999999999,3.6182000000000003,1500.8999999999999,1,0.09999999999999999,False,1.7638867790834498,INT,False,542.7299999999999,True
U7083,ACCT-013,UNASSIGNED,2026-03-29 10:00:00+00:00,Saas,EMAIL-API,9397.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-29,0.00013086723041099858,True,44,-0.36436356432274086,,1.8794000000000002,,1,,False,,INT,True,,True
U7084,ACCT-011,Marketing,2026-03-13 02:55:00+00:00,Storage,S3-STANDARD,316740.0,527.9,ap-south-1,NORMAL_OPERATIONS,INTERNAL,2026-03-13,0.004411076573414887,True,44,-0.34341720866809733,0.0016666666666666666,63.348000000000006,,1,0.0016666666666666666,False,0.514706666673016,INT,False,158.36999999999998,True
U7085,ACCT-009,Data Science,2026-03-12 22:00:00+00:00,Networking,VPN-GATEWAY,346620.0,577.7,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-12,0.0048272001069554465,True,19,-0.34138079623325823,0.0016666666666666668,69.324,,1,0.0016666666666666668,False,0.5632620597404837,INT,False,173.31,True
U7086,ACCT-012,Product,2026-03-10 17:00:00+00:00,Networking,LOADBALANCER,2325.0,232.5,global,NORMAL_OPERATIONS,INTERNAL,2026-03-10,3.23790902102343e-05,True,56,-0.3648455425268634,0.1,0.465,446.0333333333333,1,0.1,False,0.22668933510414135,INT,True,69.75,True
U7087,ACCT-011,Marketing,2026-03-10 07:00:00+00:00,Networking,LOADBALANCER,15758.0,1575.8,ap-south-1,NORMAL_OPERATIONS,T-XXX,2026-03-10,0.00021945363592811704,True,48,-0.3639300429205316,0.09999999999999999,3.1516,795.3333333333334,1,0.09999999999999999,False,1.5364174376649717,T-X,False,472.73999999999995,True
U7088,ACCT-012,Product,2026-03-10 07:00:00+00:00,Saas,EMAIL-API,920.0,,us-east-1,NORMAL_OPERATIONS,INTERNAL,2026-03-10,1.281237117996368e-05,True,53,-0.3649412975292379,,0.184,,1,,False,,INT,True,,True
